,Unnamed: 0,date,rawContent,cleaned_content,english_relative_frequency
2163,2163,2022-09-26 12:49:16+00:00,尚穆根：国会若不处理377A 司法体系得不愿为而为之 https://t.co/OP3rU6ZdhS,377a,0.0
2198,2198,2022-09-26 12:48:45+00:00,Hais,hais,0.0
2201,2201,2022-09-26 12:48:42+00:00,@tokopedia Uda keduluan sama Taehyung.. https://t.co/3jYJjNsZIk,uda keduluan sama taehyung,0.0
2213,2213,2022-09-26 12:48:26+00:00,@katjustmeowed Valo :&gt;,valo gt,0.0
2222,2222,2022-09-26 12:48:18+00:00,@adecco_es @Nan0Prime @Tinder_F1 @DoCtOrJ_YouTube Yasta gracias 👍🏻👍🏻,yasta gracias,0.0
2227,2227,2022-09-26 12:48:10+00:00,@Hai420Skai @muffchomp @mypethooligan Hahaha,hahaha,0.0
2243,2243,2022-09-26 12:47:53+00:00,@ShamaaKoussa Kesian. Kena tindas.,kesian kena tindas,0.0
2244,2244,2022-09-26 12:47:52+00:00,@theonlyched to valhalla !,valhalla,0.0
2254,2254,2022-09-26 12:47:47+00:00,8月份制造业产值同比增长0.5％ https://t.co/2mzRwPjal5,8 0 5,0.0
2256,2256,2022-09-26 12:47:44+00:00,"えー😱これいつ撮ったんだろう💕
SHOWNUayoMagazine公開の直前にこんな素敵なメッセージありがとう〜😭✨",shownuayomagazine,0.0
2270,2270,2022-09-26 12:47:31+00:00,32mil https://t.co/yXxD2JFmRd,32mil,0.0
2277,2277,2022-09-26 12:47:24+00:00,Sabi,sabi,0.0
2282,2282,2022-09-26 12:47:19+00:00,@Yo_RSA Bwahaha 🤣🤣🤣,bwahaha,0.0
2295,2295,2022-09-26 12:47:05+00:00,@0nlinecruiser HOTD bruv,hotd bruv,0.0
2320,2320,2022-09-26 12:46:36+00:00,Kapan bisa dapetin cowo yg single 🙈 bukan pacar atau suami org?,kapan bisa dapetin cowo yg single bukan pacar atau suami org,0.09090909090909091
2344,2344,2022-09-26 12:46:20+00:00,"趣味＝隠蔽…みたいな政権だった。「黒塗りOK」みたいな流れ作ったし。

金融緩和しまくって中抜きや株購入に資金を使い大企業と仲良しに。一方で増税や弱者への資金供給はパソナを通して最小限に。

ぶっちゃけ今の、円安で出口見えない根本原因を作ったのは安倍政権。キッシーは、ババを引いただけ。",ok,0.0
2345,2345,2022-09-26 12:46:20+00:00,@RoraRealm $RORA ⚔️✨ #BNB #RORAVERSE,rora,0.0
2350,2350,2022-09-26 12:46:15+00:00,Malaysia,malaysia,0.0
2354,2354,2022-09-26 12:46:11+00:00,@IzzatMeisman comot !,comot,0.0
2372,2372,2022-09-26 12:45:49+00:00,@iharfa @sjaufar Laanan foshin negey dhuvahakun 😭 https://t.co/1SOv3C87tQ,laanan foshin negey dhuvahakun,0.0
2384,2384,2022-09-26 12:45:37+00:00,Istoryahe,istoryahe,0.0
2387,2387,2022-09-26 12:45:30+00:00,@crypethereal Doneee,doneee,0.0
2390,2390,2022-09-26 12:45:28+00:00,Ehhhh ? 🤷🏽,ehhhh,0.0
2403,2403,2022-09-26 12:45:18+00:00,@mrcreepyposta Jom tengok @Fairuz_Ayush 👻👻,jom tengok,0.0
2406,2406,2022-09-26 12:45:15+00:00,"சென்னையில் இருந்து சிங்கப்பூருக்கு செல்லவிருந்த 2 பேர் கைது; வீண் வேலையில் ஈடுபட்டால் கைது உறுதி

#SingaporeTamilNews | #ChennaiAirport

https://t.co/3esnRRkWWX",2,0.0
2409,2409,2022-09-26 12:45:15+00:00,@DivineFavor23_2 @FarcanaOfficial 🚀x7,x7,0.0
2413,2413,2022-09-26 12:45:12+00:00,パパ、娘のKPOPグッズ燃やすｗｗｗ これはトラウマ確定ｗｗｗ,kpop,0.0
2434,2434,2022-09-26 12:44:57+00:00,pgn buat kitsuneeee:( https://t.co/zRNBZ0aO9b,pgn buat kitsuneeee,0.0
2454,2454,2022-09-26 12:44:35+00:00,Roblox,roblox,0.0
2462,2462,2022-09-26 12:44:27+00:00,"#私のことを漢字2文字で表してください見た人もやる 
わからん",2,0.0
2468,2468,2022-09-26 12:44:23+00:00,Ayeeehh! Kakilig 😅😍,ayeeehh kakilig,0.0
2469,2469,2022-09-26 12:44:20+00:00,"Suka banget ee,apalagi abis makan",suka banget ee apalagi abis makan,0.0
2472,2472,2022-09-26 12:44:18+00:00,Ini lucu banget tolong😭,ini lucu banget tolong,0.0
2473,2473,2022-09-26 12:44:16+00:00,💕💕💕💕 @12btheboyz 2Days 2Night https://t.co/zZ3XSZWR2Z,2days 2night,0.0
2474,2474,2022-09-26 12:44:16+00:00,"@M45Broo_ Kalau dipaksakan, jelas akan kalah.",kalau dipaksakan jelas akan kalah,0.0
2482,2482,2022-09-26 12:44:08+00:00,@CryptoPopPunk GM!,gm,0.0
2511,2511,2022-09-26 12:43:45+00:00,@OniiiSean HAHAHAHA https://t.co/0yTVxBRS7Z,hahahaha,0.0
2512,2512,2022-09-26 12:43:45+00:00,woi. — mende  https://t.co/UfTrfadxwI,woi mende,0.0
2515,2515,2022-09-26 12:43:35+00:00,@amxxxgonzalez Terima kasih..,terima kasih,0.0
2555,2555,2022-09-26 12:43:04+00:00,@SHENYENG Hunnid…,hunnid,0.0
2563,2563,2022-09-26 12:42:57+00:00,@luccid_nft GM hahahahahaha https://t.co/Tt6vmvNgYr,gm hahahahahaha,0.0
2569,2569,2022-09-26 12:42:51+00:00,Makanan manis onigiri sushi,makanan manis onigiri sushi,0.0
2574,2574,2022-09-26 12:42:45+00:00,@m_pingjin @cz_binance halleluyah CZ,halleluyah cz,0.0
2578,2578,2022-09-26 12:42:41+00:00,Saranghae jungkook saranghae cutegirl https://t.co/gDtC5tnwYD,saranghae jungkook saranghae cutegirl,0.0
2588,2588,2022-09-26 12:42:32+00:00,Pertama,pertama,0.0
2590,2590,2022-09-26 12:42:31+00:00,@nsjedi0513 なるほどー3か月くらいがちょうどよさそうですね😅,3,0.0
2596,2596,2022-09-26 12:42:24+00:00,hmmm,hmmm,0.0
2617,2617,2022-09-26 12:42:13+00:00,EEEEEK OMG!!!!,eeeeek omg,0.0
2625,2625,2022-09-26 12:42:08+00:00,hehe https://t.co/fYhDmUP6zT,hehe,0.0
2629,2629,2022-09-26 12:42:03+00:00,@psyji_election @kenjanoisi ワロタwwww,wwww,0.0
2631,2631,2022-09-26 12:42:00+00:00,"娘が大好きなチキンライスのひとつ
MRTがだいぶ出来てきてて驚きました🤗綺麗になってた https://t.co/BdqqozBvmf",mrt,0.0
2658,2658,2022-09-26 12:41:29+00:00,@tufairies sakit hati pulak baca,sakit hati pulak baca,0.0
2659,2659,2022-09-26 12:41:29+00:00,"Boss vibe 😎 
#YangZi",boss vibe,0.0
2661,2661,2022-09-26 12:41:28+00:00,"‘진검승부’ 도경수-이세희-하준-김상호-이시언-주보영-연준석, 캐릭터 진수성찬  (출처 : 스포츠경향 | 네이버 TV연예) https://t.co/dbueg4pxLl 

#도경수 #DohKyungSoo #kbsdrama
#BadProsecutor #진검승부",tv,0.0
2666,2666,2022-09-26 12:41:24+00:00,@Start_up_mafia @benxie0613 @mypethooligan @immi_io 🐰 takeover,takeover,0.0
2677,2677,2022-09-26 12:41:14+00:00,@Sania608651291 @Farzana722 Maryam shayad,maryam shayad,0.0
2703,2703,2022-09-26 12:40:58+00:00,"Kalau dr awal itu jawapannya ,
Cara cinta nora cara yg lmbut nora beri warna kesemuanya 🌈🤲🏻",kalau dr awal itu jawapannya cara cinta nora cara yg lmbut nora beri warna kesemuanya,0.0
2707,2707,2022-09-26 12:40:54+00:00,"Bila susah hati dengan urusan dunia, isilah hatimu dengan urusan akhirat. -",bila susah hati dengan urusan dunia isilah hatimu dengan urusan akhirat,0.0
2708,2708,2022-09-26 12:40:53+00:00,Lumayan,lumayan,0.0
2716,2716,2022-09-26 12:40:46+00:00,Matcha,matcha,0.0
2728,2728,2022-09-26 12:40:38+00:00,Ini nih penampakan pacarku https://t.co/zcQ9ais9I3,ini nih penampakan pacarku,0.0
2737,2737,2022-09-26 12:40:26+00:00,Cuapekkk polll,cuapekkk polll,0.0
2760,2760,2022-09-26 12:40:03+00:00,@qqxwz0 uwu :3,uwu 3,0.0
2764,2764,2022-09-26 12:40:01+00:00,"俄罗斯联邦委员会议员采科夫（Sergei Tsekov）星期一（9月26日）说，不应该允许处于战斗年龄的男性出国旅行。越来越多的公众担心，为了阻止人们逃离征兵，俄罗斯将宣布更大范围的关闭边境口岸。
https://t.co/ftzCcmarjt",sergei tsekov 9 26,0.0
2769,2769,2022-09-26 12:39:58+00:00,@CELINAbitesyou ew,ew,0.0
2782,2782,2022-09-26 12:39:48+00:00,@RedTooGreen @CorndogBots @TaiyoRobotics BEEP BOOP 🤖,beep boop,0.0
2799,2799,2022-09-26 12:39:32+00:00,@Sanjeevxoom_ Public2 😂,public2,0.0
2811,2811,2022-09-26 12:39:18+00:00,"@odenmoon @0 お返事ありがとうございます︎︎☺︎
お取引の間よろしくお願い致します。
DM失礼致します！！",dm,0.0
2813,2813,2022-09-26 12:39:15+00:00,Ngga bisa,ngga bisa,0.0
2830,2830,2022-09-26 12:39:04+00:00,Sering banget,sering banget,0.0
2834,2834,2022-09-26 12:39:03+00:00,"@yukokuroberu お疲れ様でした！
改めてお誕生日おめでとうございます！
ロベさんは私の最初のvtuberで本当に良かったです！
グッズ動画楽しみしています（もう買ったよ）",vtuber,0.0
2840,2840,2022-09-26 12:38:59+00:00,"오늘 하루종일 여유 시간은 50분 밖에 없었다는 사실 ㅠㅠ
빨리 들어가서 씻고...
라디오오오오오 웨이트포미이이잉~~~",50,0.0
2849,2849,2022-09-26 12:38:49+00:00,"Tidur,jalan jalan,dengerin lagu &amp; fg-an",tidur jalan jalan dengerin lagu amp fg,0.0
2853,2853,2022-09-26 12:38:47+00:00,"@__nmnmAika_ https://t.co/OLLbThvEtN
これでもまだある…ただYoutubeに出てないだけ（Spotifyとか使ってない）
高校の頃から集まった音楽だから超長いです。久々に聞いてない曲も多い。こうやってまた聞くのは懐かしい…数年後でも好きな曲。",youtube spotify,0.0
2859,2859,2022-09-26 12:38:42+00:00,@RoyzChaster Yeatheyyyyy 🔥🔥🔥,yeatheyyyyy,0.0
2862,2862,2022-09-26 12:38:41+00:00,Russ,russ,0.0
2864,2864,2022-09-26 12:38:39+00:00,"@nurilyanajihah_ Tak tak, bukan ayat jantan hahahah",tak tak bukan ayat jantan hahahah,0.0
2873,2873,2022-09-26 12:38:29+00:00,Ngga pernah,ngga pernah,0.0
2879,2879,2022-09-26 12:38:23+00:00,@kiss6780 MD 赚钱润,md,0.0
2886,2886,2022-09-26 12:38:12+00:00,@lennyntwana Haibo haibo,haibo haibo,0.0
2911,2911,2022-09-26 12:37:52+00:00,Maka dengan ini tamatlah perjalanan 3 tahun dalam suksis 🫶🏻🥰 https://t.co/ARrhXx92zN,maka dengan ini tamatlah perjalanan 3 tahun dalam suksis,0.0
2929,2929,2022-09-26 12:37:42+00:00,@iapprovethis88 @mypethooligan 🚀x7*,x7,0.0
2957,2957,2022-09-26 12:37:14+00:00,@pirdo_ccc 400,400,0.0
2975,2975,2022-09-26 12:37:00+00:00,@TheBeardedFools GM TB ☀️,gm tb,0.0
