,date,rawContent,cleaned_content
83,2022-09-26 09:52:48+00:00,@__pijamufid Bukan ku pinta dilahirkan manis begini.,bukan ku pinta dilahirkan manis begini
84,2022-09-26 09:52:47+00:00,@ZakirenYaccob baik suami..terima kasih jugak sbb support isteri awak ni n layan kan je bila mntk tlg buat video😘,baik suami terima kasih jugak sbb support isteri awak ni n layan kan je bila mntk tlg buat video
85,2022-09-26 09:52:44+00:00,What people think I do at work vs what I actually do at work https://t.co/68y6G1KqAJ,what people think i do at work vs what i actually do at work
86,2022-09-26 09:52:44+00:00,"You're the best eighty one

CARDAGULAN SA PIE WithEIAN

#EianRances | #SelaGuia 
#SuperSEian",youre best eighty one cardagulan sa pie witheian
87,2022-09-26 09:52:42+00:00,@Helloimmorgan Now I am beginning to wonder!,now i am beginning wonder
88,2022-09-26 09:52:40+00:00,"@TheGrumpyMan_87 Ψάξε για αυτούς που  έχουν εντάξει στο κόμμα τους τους  φασίστες, όσον αφορά τον Πούτιν πράγματι υπάρχουν κάποιοι που τον λατρεύουν, όπως οι Έλληνες εφοπλιστές που μεταφέρουν το πετρέλαιο του μετά από ελληνική κυβερνητική παρέμβαση και με τις ευλογίες της ΕΕ.",
89,2022-09-26 09:52:39+00:00,@iez4__ Mcdodo pun nice ieza,mcdodo pun nice ieza
90,2022-09-26 09:52:36+00:00,"I'm at Pusat Transformasi Bandar / Urban Transformation Centre (UTC) in Johor Bahru, Johor https://t.co/HSyT4GRnFK",im at pusat transformasi bandar urban transformation centre utc johor bahru johor
91,2022-09-26 09:52:35+00:00,@OffcialYT_nooob go back to hell lisa,go back hell lisa
92,2022-09-26 09:52:34+00:00,Our guild is participating in the Mini Guild Wars in Apeiron! Hope our team can enjoy while doing their best! 💪🏼,our guild is participating mini guild wars apeiron hope our team can enjoy while doing their best
93,2022-09-26 09:52:34+00:00,"You're the best eighty

CARDAGULAN SA PIE WithEIAN

#EianRances | #SelaGuia 
#SuperSEian",youre best eighty cardagulan sa pie witheian
94,2022-09-26 09:52:29+00:00,"Представяте ли си какво щеше да направи с орките Украинската армия, ако още в началото имаше съвременни оръжия в достатъчно количество.",
95,2022-09-26 09:52:29+00:00,"""That's my jam!"" 😂😂😂",thats my jam
96,2022-09-26 09:52:28+00:00,@mkini_bm Bagus jadi Najib kena Scam tapi duit Masyuk.,bagus jadi najib kena scam tapi duit masyuk
97,2022-09-26 09:52:27+00:00,i mean would a man rlly want a psychotic obsessive bitch ?,i mean would man rlly want psychotic obsessive bitch
98,2022-09-26 09:52:26+00:00,Crush ko man si 5000 pero lowkey talagang tumutubo tong si Gof sa akin HAHAHAH go Gof!,crush ko man si 5000 pero lowkey talagang tumutubo tong si gof sa akin hahahah go gof
99,2022-09-26 09:52:25+00:00,@WestlifeIE Beautiful,beautiful
100,2022-09-26 09:52:24+00:00,@Makisig20 @Shan_RND @akobudolbudol Parang Happy Meal?🤣🤣🤣,parang happy meal
101,2022-09-26 09:52:23+00:00,"You're the best fifty nine

CARDAGULAN SA PIE WithEIAN

#EianRances | #SelaGuia 
#SuperSEian",youre best fifty nine cardagulan sa pie witheian
102,2022-09-26 09:52:22+00:00,@Tree_of_Alpha @cz_binance geez,geez
103,2022-09-26 09:52:21+00:00,@BarisanOpOsisi Sehari sekali aja saya mah,sehari sekali aja saya mah
104,2022-09-26 09:52:19+00:00,"@blakeflayton Lol, so close to where I work near shuk a-Karmel, welcome to Israel",lol so close where i work near shuk karmel welcome israel
105,2022-09-26 09:52:18+00:00,@Nkemchor_ @atiku @dino_melaye @ruffydfire https://t.co/s6dsqMM2DL,
106,2022-09-26 09:52:17+00:00,@vinita_gowda Would love to but then in need of a parachute..,would love but then need parachute
107,2022-09-26 09:52:16+00:00,@htmixl God pls no. 😂,god pls no
108,2022-09-26 09:52:15+00:00,@SaifAhmadSaiif Hmm,hmm
109,2022-09-26 09:52:14+00:00,@lookecosmetics 325 !! Ganjil dongsss 5 ❤️,325 ganjil dongsss 5
