,Unnamed: 0,date,rawContent,cleaned_content,english_relative_frequency
942,942,2022-09-26 13:07:09+00:00,@iAmChino69 Lakas maka-station ID vibes🤩,lakas maka station id vibes,0.4
956,956,2022-09-26 13:06:57+00:00,Imagine tempat dia tu sebenarnya boleh je bagi non bumi yang dapat 4.00 which im sure melambak lambak kat luar tu,imagine tempat dia tu sebenarnya boleh je bagi non bumi yang dapat 4 00 which im sure melambak lambak kat luar tu,0.4
979,979,2022-09-26 13:06:34+00:00,Nobody in specific.Yaroda music nu lam paaka maten.Nalla irundha kepen,nobody specific yaroda music nu lam paaka maten nalla irundha kepen,0.45454545454545453
1002,1002,2022-09-26 13:06:16+00:00,"@doqtahu Aku dah stalk pedoq, tak jumpa lah",aku dah stalk pedoq tak jumpa lah,0.42857142857142855
1047,1047,2022-09-26 13:05:33+00:00,@demoncriest tak gak amik yang kiwi passionfruit guava tu sedap dol,tak gak amik yang kiwi passionfruit guava tu sedap dol,0.4
1080,1080,2022-09-26 13:05:06+00:00,Penat laa. Bila kreta nak auto drive. 🥹,penat laa bila kreta nak auto drive,0.42857142857142855
1084,1084,2022-09-26 13:05:01+00:00,"🚨 : 🥪 #MEV caused trader losing $2,813 , using  ( $WETH , $BABYSHINTAMA ). Source: @EigenPhi
https://t.co/ZZmQrPvxkD",caused trader losing 2 813 using weth babyshintama source,0.42857142857142855
1114,1114,2022-09-26 13:04:40+00:00,@KhalidHusainTaj @iihtishamm sb se pehly tmhain doob K mar Jana chaiye bc,sb se pehly tmhain doob k mar jana chaiye bc,0.4
1124,1124,2022-09-26 13:04:32+00:00,"portrait of my WoL, Lucas Dalnir #ffxiv #illustration #Viera #ffxivfanart https://t.co/q2M4ZTmQlS",portrait my wol lucas dalnir,0.4
1278,1278,2022-09-26 13:02:34+00:00,@leandroreymond1 @leginCs @FCamposoficial Não sei... Hazard era muito muito muito craque,n o sei hazard era muito muito muito craque,0.4444444444444444
1376,1376,2022-09-26 13:01:13+00:00,"Dah lah hodoh. Pastu sibuk nak stalk orang.
Euwwwwwwwwww 🙄",dah lah hodoh pastu sibuk nak stalk orang euwwwwwwwwww,0.4444444444444444
1386,1386,2022-09-26 13:01:07+00:00,"🌟Congratulations on 1.5M Joong!🌟

⋆·˚ ༘ * Congrats 1.5M With Joong ⋆·˚ ༘ *

#หนึ่งล้านห้าแสนคนของจุง
#จุงอาเชน
#กองพลโวโด้
#joongarchen
@ChenRcj https://t.co/zx1ivjM3PZ",congratulations 1 5m joong congrats 1 5m with joong,0.4
1422,1422,2022-09-26 13:00:38+00:00,Umihi ba si dj hahaha nawala eh 😂,umihi ba si dj hahaha nawala eh,0.42857142857142855
1486,1486,2022-09-26 13:00:02+00:00,@brgsjks Chicken parmagiana &amp; aglio olio,chicken parmagiana amp aglio olio,0.4
1514,1514,2022-09-26 12:59:37+00:00,"*Hyderabadi Humour*

Uno Cycle chalate-chalate,
'pairan dard hore' bolke bike liye...
'Bike chalane se kamarr me
dard hora' bolke car liye.....
'Car chalane se pet nikal gaya',
bolke gym join kara.....

Ab gym me, Cycle icch chalaraa  howla!!",hyderabadi humour uno cycle chalate chalate pairan dard hore bolke bike liye bike chalane se kamarr me dard hora bolke car liye car chalane se pet nikal gaya bolke gym join kara ab gym me cycle icch chalaraa howla,0.41025641025641024
1559,1559,2022-09-26 12:58:54+00:00,@khalids @xxwaana Ape niiii. Tak faham lahhhhhhh,ape niiii tak faham lahhhhhhh,0.4
1790,1790,2022-09-26 12:55:47+00:00,pabuhat po sa ml tsaka sa kama😋,pabuhat po sa ml tsaka sa kama,0.42857142857142855
1848,1848,2022-09-26 12:54:42+00:00,Sapa kata drive tak penat https://t.co/Vxfwlawf5i,sapa kata drive tak penat,0.4
1868,1868,2022-09-26 12:54:16+00:00,Poling jebakan. Yang paling gak pantas katanya.,poling jebakan yang paling gak pantas katanya,0.42857142857142855
2009,2009,2022-09-26 12:51:45+00:00,APA IYA AKU SELEMAH INIII??????,apa iya aku selemah iniii,0.4
2027,2027,2022-09-26 12:51:28+00:00,"@sasavulja @OdKorone @svejasvemeni6 Svaku ženu zasjeku makar ovdje kod nas ako je prvi put, ni ne pitaju želi li, a neka i sama pukne. One priče da se jedu urme i rade vježbice, u praksi malo drugačije rade.",svaku enu zasjeku makar ovdje kod nas ako je prvi put ni ne pitaju eli li neka i sama pukne one pri e da se jedu urme i rade vje bice u praksi malo druga ije rade,0.40540540540540543
2041,2041,2022-09-26 12:51:19+00:00,"@FCamposoficial E ver o que ele é hoje, bate uma tristeza...",e ver o que ele hoje bate uma tristeza,0.4444444444444444
2177,2177,2022-09-26 12:49:04+00:00,I'm at Blk 210 Choa Chu Kang Central https://t.co/XfqwnGPYg1,im at blk 210 choa chu kang central,0.42857142857142855
2204,2204,2022-09-26 12:48:36+00:00,"Dah ckp jgn compare hidup kita. Yang pergi compare dgn KA tu kenapa. 

Lepas tu down sendiri.",dah ckp jgn compare hidup kita yang pergi compare dgn ka tu kenapa lepas tu down sendiri,0.47058823529411764
2228,2228,2022-09-26 12:48:09+00:00,Apa yg salah???? Ku pun tak tau🙄🤔,apa yg salah ku pun tak tau,0.42857142857142855
2250,2250,2022-09-26 12:47:49+00:00,Eyy Lemi today ke la gago boy😭✋🏽,eyy lemi today ke la gago boy,0.42857142857142855
2298,2298,2022-09-26 12:46:59+00:00,"Arghh nak nangis😭 nak top 5 dapat top 4. Jomm kita struggle sikit lagi. Esok boleh dapat trending no 1. Let's gooo guysss

@sitikhadjahalim 
@aniqshr 
@Zakiazeman_ 

#SekaliLagiCintaKembali",arghh nak nangis nak top 5 dapat top 4 jomm kita struggle sikit lagi esok boleh dapat trending no 1 lets gooo guysss,0.4
2299,2299,2022-09-26 12:46:59+00:00,Aku time sakit2 camni tak suka sgt nak bercakap nak jwb soalan pun rasa berat mulut,aku time sakit2 camni tak suka sgt nak bercakap nak jwb soalan pun rasa berat mulut,0.4666666666666667
2361,2361,2022-09-26 12:45:59+00:00,"Tropez Residence @ Danga Bay
^ Walk to Laman Mahkota Istana Bkt Serene
^ 3km to Beletime Danga Bay (AEON inside)
^ 7km to Johor Bahru/ MBJB/ City Square/ CIQ to Singapore

https://t.co/KbNuJIgZsc https://t.co/OD7mwlW0Gc",tropez residence danga bay walk laman mahkota istana bkt serene 3km beletime danga bay aeon inside 7km johor bahru mbjb city square ciq singapore,0.4090909090909091
2381,2381,2022-09-26 12:45:41+00:00,"Tk fhm my situation pi mati, aku bzy study bukn 24h nk hdp fon sial",tk fhm my situation pi mati aku bzy study bukn 24h nk hdp fon sial,0.42857142857142855
2437,2437,2022-09-26 12:44:54+00:00,@_paulo_andrade_ Watford imitando os fut br,watford imitando os fut br,0.4
2442,2442,2022-09-26 12:44:44+00:00,@ikmalalalala_ Bole do aku buat gak mcm tu habiskan 900++ sebulan time tu lepas spm hahahaha,bole do aku buat gak mcm tu habiskan 900 sebulan time tu lepas spm hahahaha,0.42857142857142855
2485,2485,2022-09-26 12:44:04+00:00,@QaiSuhaimi___ Bila nk anta bahulu tu 👀,bila nk anta bahulu tu,0.4
2518,2518,2022-09-26 12:43:34+00:00,"iiih she's sooo cutee
and likes way v 😭",iiih shes sooo cutee likes way v,0.42857142857142855
2519,2519,2022-09-26 12:43:34+00:00,@BeingHu94216048 @roshini_ani @monkeyshowcrazy Nan first konjam scenes pathen.aprm marandhuten😞,nan first konjam scenes pathen aprm marandhuten,0.42857142857142855
2583,2583,2022-09-26 12:42:38+00:00,@monkeyshowcrazy @BeingHu94216048 Oh Enaku theriyadhu bro😂nan namma captain Vijayakanth movie nu nenachen,oh enaku theriyadhu bro nan namma captain vijayakanth movie nu nenachen,0.45454545454545453
2584,2584,2022-09-26 12:42:37+00:00,"Aku penat, penat nak pendam!",aku penat penat nak pendam,0.4
2612,2612,2022-09-26 12:42:15+00:00,Memasing hado test esok yo,memasing hado test esok yo,0.4
2660,2660,2022-09-26 12:41:28+00:00,"Dipimpin Nagita Slavina, Inilah Profil Es Teh Indonesia yang Viral di Twitter https://t.co/i21g1COoZm",dipimpin nagita slavina inilah profil es teh indonesia yang viral di twitter,0.4166666666666667
2665,2665,2022-09-26 12:41:25+00:00,Hmm 😅 nike tak nk supply boot kat aliksan dgn sport direct mid valley Southkey ke? 🥲,hmm nike tak nk supply boot kat aliksan dgn sport direct mid valley southkey ke,0.4666666666666667
2729,2729,2022-09-26 12:40:37+00:00,"@ImaanSam Soalan serius : Possible tak, kalau swap rumah dlm iklan ni dengan rumah apartment Mentari Court di Sunway PJ (market value, RM 380K. Current value : 280k)?",soalan serius possible tak kalau swap rumah dlm iklan ni dengan rumah apartment mentari court di sunway pj market value rm 380k current value 280k,0.4782608695652174
2736,2736,2022-09-26 12:40:30+00:00,"@NureddinNebati Erdoğan etkisi, kelebek etkisi gibi galiba. attığı her adım dönüp dolaşıp vatandaşın cebinden eksiltiyor.",erdo etkisi kelebek etkisi gibi galiba att her ad m d n p dola p vatanda n cebinden eksiltiyor,0.47368421052631576
2761,2761,2022-09-26 12:40:02+00:00,"Kalau solat pun tak boleh nak jaga, what do you expect nak jadi pejuang agama? Sedangkan solat itu sendiri tiang agama.",kalau solat pun tak boleh nak jaga what do you expect nak jadi pejuang agama sedangkan solat itu sendiri tiang agama,0.47619047619047616
2780,2780,2022-09-26 12:39:51+00:00,"Tum tension mat le mein piche se jaake Jai se baat nahi karoongi.
#TejasswiPrakash",tum tension mat le mein piche se jaake jai se baat nahi karoongi,0.46153846153846156
2925,2925,2022-09-26 12:37:43+00:00,"Yang paling sering dimainin 

Memble tapi kece-Mizta D
Tristch Trastch Polka-Vienna Boys Choir
Song of life-Libera
Arashi-Arashi
Laudate Dominum-Vienna Boys Choir
The backyardigans theme song instrumental-The Backyardigans
Sing for our world-Libera",yang paling sering dimainin memble tapi kece mizta d tristch trastch polka vienna boys choir song life libera arashi arashi laudate dominum vienna boys choir backyardigans theme song instrumental backyardigans sing our world libera,0.47058823529411764
2938,2938,2022-09-26 12:37:26+00:00,@itsnadhiraan Eh anjrit ada reply goib,eh anjrit ada reply goib,0.4
2953,2953,2022-09-26 12:37:17+00:00,Alles Autos Credit Ad 2 • Colour (Copyrighted to &amp; Created by Jennifer Leong) https://t.co/uXluOGHF89,alles autos credit ad 2 colour copyrighted amp created by jennifer leong,0.45454545454545453
2964,2964,2022-09-26 12:37:11+00:00,When im down at my fckin lowest kau ada kat mana?? Bila dah tahu diri tu susah eh pandai pulak barua ni cari aku pastu act konon terpaling tersakiti la kat socmed tulah lain kali bangun pepagi tu cermin diri sikit ha aku ni diam bukan aku tak tahu semua benda pasal kau ni 😊,when im down at my fckin lowest kau ada kat mana bila dah tahu diri tu susah eh pandai pulak barua ni cari aku pastu act konon terpaling tersakiti la kat socmed tulah lain kali bangun pepagi tu cermin diri sikit ha aku ni diam bukan aku tak tahu semua benda pasal kau ni,0.42592592592592593
